t_array,u_array,y_array
0.0,0.0,0.0
0.01,5.959645646791939,0.3691874766912244
0.02,5.979481259037192,1.153483939083905
0.020814654567914447,5.987440386038904,1.2250274676673922
0.03081465456791445,5.682045430293635,2.1032511288701277
0.04081465456791445,6.019413463072656,2.932761802504419
0.05081465456791445,5.956462996662327,3.6663972658111463
0.05094642681958835,5.956618695101405,3.6752534408040587
0.060946426819588354,5.47320859647758,4.254566573058416
0.07094642681958835,5.016569250662842,4.6526472531713825
0.07095475031995513,5.0162464076925035,4.652908851414507
0.08095475031995512,4.122064336170436,4.84935413950142
0.09095475031995512,3.202254606195715,4.833434773819258
0.10095475031995511,2.235623520307304,4.617924412224597
0.10227109832680563,2.114732440869256,4.578109040969961
0.11227109832680562,0.8948899172064598,4.155774265991289
0.12227109832680562,-0.757446706242098,3.528302635090443
0.13227109832680561,-3.03459382084826,2.651769655662915
0.14227109832680562,-5.4210758001205015,1.4952833765688773
0.15227109832680563,-7.491453420416736,0.08787018043400985
0.16227109832680564,-8.792203474167705,-1.468612618258606
0.16367417810913834,-8.988499416323402,-1.6893346211637372
0.17367417810913835,-9.468895511117058,-3.2420850789821065
0.18367417810913836,-9.714068661446891,-4.672997872687679
0.19367417810913837,-10.145054579823814,-5.938603951673348
0.20367417810913838,-11.191331986730574,-7.082810027156913
0.2041891133170333,-11.251710514524959,-7.138896679154481
0.2141891133170333,-10.72109236536268,-8.122067104996662
0.21521898054446234,-10.682037732609603,-8.211794174767782
0.22521898054446235,-10.658025797938226,-8.975713906899356
0.22667842876704553,-10.676254760738205,-9.07200603110272
0.23667842876704553,-9.31440983672447,-9.557853395848577
0.24667842876704554,-8.677620620119269,-9.774787227461516
0.24685655637688714,-8.668381181186504,-9.776710824322736
0.25685655637688715,-7.96775450088188,-9.771102540284733
0.26685655637688716,-6.20328971775401,-9.522642606825778
0.2673135962334817,-6.1275718359498645,-9.505882342972999
0.27731359623348173,-4.060923722074945,-8.950726349919664
0.28731359623348174,-1.5529950267650747,-8.060764019246218
0.2880697943884084,-1.3680479669449708,-7.982560364168131
0.2980697943884084,0.0157150164174877,-6.809388796199561
0.3080697943884084,0.939932221980318,-5.50811460999772
0.31806979438840843,1.58530981807715,-4.198225938021367
0.32806979438840844,2.4441947175999523,-2.93562908371859
0.32828689620532,2.4631399327666297,-2.9091283558559016
0.33828689620532,4.983504117515141,-1.6037730112189192
0.339334010261262,5.2498760433087,-1.463254621132282
0.349334010261262,6.881217837930801,-0.041012347928508275
0.3494792571575195,6.905741068982263,-0.01996166692191791
0.3594792571575195,9.311027984840335,1.5403771587010795
0.36051802000492444,9.569550009588333,1.7076730067108168
0.37051802000492445,11.017968784548117,3.3830743366148734
0.38051802000492446,11.353728373411998,5.030797427121833
0.39051802000492447,11.951681317709282,6.548886557970341
0.4005180200049245,11.822697621847505,7.871085316202395
0.4105180200049245,11.41563801669388,8.935449738767346
0.4108884216210709,11.40605330578275,8.969792688550198
0.42088842162107093,11.74907694174603,9.79884074559687
0.42116031704926127,11.762226427310143,9.818850443770446
0.4311603170492613,11.554712058484474,10.458120435297706
0.43154224430189136,11.552456040902616,10.479098929445742
0.4415422443018914,11.8052208405631,10.968292231797006
0.4515422443018914,11.729100243017976,11.348233498707147
0.4615422443018914,11.809153749194733,11.640038370970055
0.46344840762899453,11.857005993606528,11.687789565020157
0.47344840762899454,11.138987872564513,11.860831610620664
0.4734947283524311,11.13634971995502,11.861359109609685
0.4834947283524311,10.025939029670093,11.866297205859532
0.49349472835243113,9.999274408055776,11.739261960249499
0.49390741880294264,10.00354816624814,11.732564464780445
0.5039074188029427,9.055119779702805,11.497217049233804
0.5139074188029427,8.176467794281793,11.13866798885012
0.5139267790735839,8.174992521313897,11.137881147325915
0.5239267790735839,7.793781423482022,10.69422816121063
0.5240368974926264,7.790752264424809,10.689143957180438
0.5340368974926264,6.346700402170016,10.144606620676424
0.5348407585298978,6.239551283125282,10.096567057385624
0.5448407585298978,5.386254774694614,9.433396566464324
0.5548407585298978,5.0383840814081,8.722503431137156
0.5648407585298978,4.695009130272186,8.025156990925543
0.5660340456409613,4.663136602037114,7.945100952455636
0.5760340456409613,4.622267026471427,7.314940498638814
0.5860340456409613,5.235282694807606,6.813637803361963
0.5960340456409613,4.950613853555384,6.434723926169872
0.6060340456409613,5.244976723607602,6.156028194713805
0.6160340456409613,4.65575959941109,5.929650745551495
0.6260340456409613,4.195020290287085,5.6943064957904275
0.6360340456409613,3.8494490305806317,5.435888996472067
0.6460340456409613,3.608740528763477,5.162217529650792
0.6560340456409613,3.9178289353413973,4.917484366660912
0.6562527577636404,3.9257408364260953,4.912758547737727
